,,,,,,MAYO 2005,,,,,,, 
,,,,,,,,,,,,,
,,,,,,,,,,,,,
" DEMANDANTES DE EMPLEO POR SEXO, EDAD Y SECTORES ECONÓMICOS",,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COLECTIVOS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
TOTAL,3.001.932,,604.404,,106.051,,,2.291.477,,268.313,,2.023.164,
,,,,,,,,,,,,,
SEXO:,,,,,,,,,,,,,
    HOMBRES,1.157.870,,250.839,,54.811,,,852.220,,75.158,,777.062,
    MUJERES,1.844.062,,353.565,,51.240,,,1.439.257,,193.155,,1.246.102,
,,,,,,,,,,,,,
MENORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,167.548,,29.533,,4.700,,,133.315,,13.251,,120.064,
    MUJERES,201.757,,36.333,,6.015,,,159.409,,23.893,,135.516,
    TOTAL,369.305,,65.866,,10.715,,,292.724,,37.144,,255.580,
,,,,,,,,,,,,,
MAYORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,990.322,,221.306,,50.111,,,718.905,,61.907,,656.998,
    MUJERES,1.642.305,,317.232,,45.225,,,1.279.848,,169.262,,1.110.586,
    TOTAL,2.632.627,,538.538,,95.336,,,1.998.753,,231.169,,1.767.584,
,,,,,,,,,,,,,
SECTORES:,,,,,,,,,,,,,
    AGRICULTURA,297.635,,81.367,,7.098,,,209.170,,145.282,,63.888,
    INDUSTRIA,371.011,,72.075,,15.224,,,283.712,,8.195,,275.517,
    CONSTRUCCIÓN,290.544,,43.793,,11.489,,,235.262,,18.516,,216.746,
    SERVICIOS,1.747.201,,387.544,,59.716,,,1.299.941,,61.485,,1.238.456,
    SIN EMPLEO ANTERIOR ,295.541,,19.625,,12.524,,,263.392,,34.835,,228.557,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
 DEMANDANTES DE EMPLEO POR COMUNIDADES AUTÓNOMAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COMUNIDADES AUTÓNOMAS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
ANDALUCÍA,876.241,,171.435,,25.953,,,678.853,,187.969,,490.884,
ARAGÓN,56.771,,16.001,,1.858,,,38.912,,2.627,,36.285,
ASTURIAS,70.741,,12.964,,2.723,,,55.054,,2.672,,52.382,
ILLES BALEARS,78.123,,31.437,,1.596,,,45.090,,600,,44.490,
CANARIAS,153.904,,17.921,,6.692,,,129.291,,3.589,,125.702,
CANTABRIA,27.954,,5.127,,1.328,,,21.499,,824,,20.675,
CASTILLA LA MANCHA,115.515,,19.895,,3.695,,,91.925,,2.490,,89.435,
CASTILLA LEÓN,145.322,,28.962,,4.592,,,111.768,,4.683,,107.085,
CATALUÑA,347.655,,75.156,,10.032,,,262.467,,4.696,,257.771,
COM. VALENCIANA,266.944,,52.157,,17.156,,,197.631,,7.746,,189.885,
EXTREMADURA,131.121,,24.165,,4.407,,,102.549,,27.806,,74.743,
GALICIA,203.389,,27.983,,10.357,,,165.049,,6.359,,158.690,
MADRID,297.118,,66.226,,8.026,,,222.866,,10.112,,212.754,
MURCIA,63.598,,17.057,,1.723,,,44.818,,1.367,,43.451,
NAVARRA,30.749,,9.211,,942,,,20.596,,567,,20.029,
PAÍS VASCO,105.893,,22.244,,4.136,,,79.513,,3.323,,76.190,
LA RIOJA,14.401,,3.889,,396,,,10.116,,350,,9.766,
CEUTA,8.289,,1.079,,153,,,7.057,,259,,6.798,
MELILLA,8.204,,1.495,,286,,,6.423,,274,,6.149,
,,,,,,,,,,,,,
TOTAL NACIONAL,3.001.932,,604.404,,106.051,,,2.291.477,,268.313,,2.023.164,
,,,,,,,,,,,,,
(*) Considerados parados por la EPA,,,,,,,,,,,,,
