,,,,,,MAYO 2005,,,,,,, 
,,,,,,,,,,,,,
,,,,,,,,,,,,,
" DEMANDANTES DE EMPLEO POR SEXO, EDAD Y SECTORES ECONÓMICOS",,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COLECTIVOS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
TOTAL,3.001.022,,534.040,,125.441,,,2.341.541,,352.124,,1.989.417,
,,,,,,,,,,,,,
SEXO:,,,,,,,,,,,,,
    HOMBRES,1.157.297,,228.458,,64.876,,,863.963,,100.435,,763.528,
    MUJERES,1.843.725,,305.582,,60.565,,,1.477.578,,251.689,,1.225.889,
,,,,,,,,,,,,,
MENORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,172.663,,32.777,,6.722,,,133.164,,20.263,,112.901,
    MUJERES,212.637,,37.274,,7.643,,,167.720,,36.364,,131.356,
    TOTAL,385.300,,70.051,,14.365,,,300.884,,56.627,,244.257,
,,,,,,,,,,,,,
MAYORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,984.634,,195.681,,58.154,,,730.799,,80.172,,650.627,
    MUJERES,1.631.088,,268.308,,52.922,,,1.309.858,,215.325,,1.094.533,
    TOTAL,2.615.722,,463.989,,111.076,,,2.040.657,,295.497,,1.745.160,
,,,,,,,,,,,,,
SECTORES:,,,,,,,,,,,,,
    AGRICULTURA,325.228,,88.821,,6.671,,,229.736,,170.956,,58.780,
    INDUSTRIA,386.903,,65.646,,19.494,,,301.763,,14.058,,287.705,
    CONSTRUCCIÓN,298.421,,42.712,,14.058,,,241.651,,23.485,,218.166,
    SERVICIOS,1.688.937,,327.799,,71.537,,,1.289.601,,91.161,,1.198.440,
    SIN EMPLEO ANTERIOR ,301.533,,9.062,,13.681,,,278.790,,52.464,,226.326,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
 DEMANDANTES DE EMPLEO POR COMUNIDADES AUTÓNOMAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COMUNIDADES AUTÓNOMAS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
ANDALUCÍA,859.645,,155.800,,25.969,,,677.876,,228.580,,449.296,
ARAGÓN,56.795,,14.250,,2.771,,,39.774,,3.532,,36.242,
ASTURIAS,71.304,,12.508,,4.502,,,54.294,,3.047,,51.247,
ILLES BALEARS,39.662,,9.007,,1.573,,,29.082,,926,,28.156,
CANARIAS,170.355,,24.132,,4.697,,,141.526,,6.603,,134.923,
CANTABRIA,29.703,,5.284,,1.409,,,23.010,,1.287,,21.723,
CASTILLA LA MANCHA,114.289,,17.797,,4.687,,,91.805,,4.595,,87.210,
CASTILLA LEÓN,144.438,,25.314,,6.301,,,112.823,,8.066,,104.757,
CATALUÑA,335.726,,53.847,,12.311,,,269.568,,10.151,,259.417,
COM. VALENCIANA,285.240,,59.594,,18.064,,,207.582,,13.058,,194.524,
EXTREMADURA,132.636,,22.524,,4.828,,,105.284,,31.650,,73.634,
GALICIA,211.142,,26.594,,16.986,,,167.562,,10.139,,157.423,
MADRID,310.241,,56.218,,10.196,,,243.827,,19.674,,224.153,
MURCIA,60.844,,14.084,,2.373,,,44.387,,2.421,,41.966,
NAVARRA,34.318,,9.678,,1.152,,,23.488,,1.289,,22.199,
PAÍS VASCO,113.701,,19.942,,6.498,,,87.261,,5.872,,81.389,
LA RIOJA,14.942,,4.148,,556,,,10.238,,640,,9.598,
CEUTA,8.400,,1.934,,167,,,6.299,,275,,6.024,
MELILLA,7.641,,1.385,,401,,,5.855,,319,,5.536,
,,,,,,,,,,,,,
TOTAL NACIONAL,3.001.022,,534.040,,125.441,,,2.341.541,,352.124,,1.989.417,
,,,,,,,,,,,,,
(*) Considerados parados por la EPA,,,,,,,,,,,,,
