,,,,,,MAYO 2005,,,,,,, 
,,,,,,,,,,,,,
,,,,,,,,,,,,,
" DEMANDANTES DE EMPLEO POR SEXO, EDAD Y SECTORES ECONÓMICOS",,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COLECTIVOS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
TOTAL,2.966.514,,492.837,,132.148,,,2.341.529,,334.136,,2.007.393,
,,,,,,,,,,,,,
SEXO:,,,,,,,,,,,,,
    HOMBRES,1.159.888,,215.106,,69.310,,,875.472,,93.312,,782.160,
    MUJERES,1.806.626,,277.731,,62.838,,,1.466.057,,240.824,,1.225.233,
,,,,,,,,,,,,,
MENORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,173.372,,27.723,,7.876,,,137.773,,20.989,,116.784,
    MUJERES,216.096,,32.019,,8.449,,,175.628,,33.561,,142.067,
    TOTAL,389.468,,59.742,,16.325,,,313.401,,54.550,,258.851,
,,,,,,,,,,,,,
MAYORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,986.516,,187.383,,61.434,,,737.699,,72.323,,665.376,
    MUJERES,1.590.530,,245.712,,54.389,,,1.290.429,,207.263,,1.083.166,
    TOTAL,2.577.046,,433.095,,115.823,,,2.028.128,,279.586,,1.748.542,
,,,,,,,,,,,,,
SECTORES:,,,,,,,,,,,,,
    AGRICULTURA,294.196,,84.239,,7.100,,,202.857,,146.508,,56.349,
    INDUSTRIA,395.105,,62.340,,20.117,,,312.648,,16.720,,295.928,
    CONSTRUCCIÓN,300.271,,41.331,,15.336,,,243.604,,23.685,,219.919,
    SERVICIOS,1.679.021,,298.095,,75.070,,,1.305.856,,98.165,,1.207.691,
    SIN EMPLEO ANTERIOR ,297.921,,6.832,,14.525,,,276.564,,49.058,,227.506,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
 DEMANDANTES DE EMPLEO POR COMUNIDADES AUTÓNOMAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COMUNIDADES AUTÓNOMAS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
ANDALUCÍA,823.258,,147.632,,33.947,,,641.679,,211.582,,430.097,
ARAGÓN,57.177,,12.590,,3.374,,,41.213,,3.882,,37.331,
ASTURIAS,77.579,,11.278,,5.047,,,61.254,,3.573,,57.681,
ILLES BALEARS,42.683,,10.295,,1.916,,,30.472,,928,,29.544,
CANARIAS,165.920,,18.648,,3.614,,,143.658,,6.186,,137.472,
CANTABRIA,31.933,,4.574,,1.809,,,25.550,,1.417,,24.133,
CASTILLA LA MANCHA,119.804,,16.445,,4.644,,,98.715,,5.102,,93.613,
CASTILLA LEÓN,153.022,,25.002,,8.106,,,119.914,,8.710,,111.204,
CATALUÑA,325.393,,48.483,,13.233,,,263.677,,10.973,,252.704,
COM. VALENCIANA,277.440,,55.335,,8.909,,,213.196,,14.421,,198.775,
EXTREMADURA,131.400,,25.287,,5.207,,,100.906,,26.430,,74.476,
GALICIA,223.351,,24.779,,15.638,,,182.934,,10.855,,172.079,
MADRID,303.601,,49.753,,11.610,,,242.238,,19.819,,222.419,
MURCIA,57.806,,11.039,,3.024,,,43.743,,2.431,,41.312,
NAVARRA,32.523,,7.932,,2.330,,,22.261,,1.054,,21.207,
PAÍS VASCO,112.172,,17.609,,8.478,,,86.085,,5.453,,80.632,
LA RIOJA,13.747,,3.008,,533,,,10.206,,646,,9.560,
CEUTA,8.444,,1.692,,238,,,6.514,,310,,6.204,
MELILLA,9.261,,1.456,,491,,,7.314,,364,,6.950,
,,,,,,,,,,,,,
TOTAL NACIONAL,2.966.514,,492.837,,132.148,,,2.341.529,,334.136,,2.007.393,
,,,,,,,,,,,,,
(*) Considerados parados por la EPA,,,,,,,,,,,,,
