,,,,,,MAYO 2005,,,,,,, 
,,,,,,,,,,,,,
,,,,,,,,,,,,,
" DEMANDANTES DE EMPLEO POR SEXO, EDAD Y SECTORES ECONÓMICOS",,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COLECTIVOS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
TOTAL,2.994.525,,536.456,,127.258,,,2.330.811,,355.951,,1.974.860,
,,,,,,,,,,,,,
SEXO:,,,,,,,,,,,,,
    HOMBRES,1.158.967,,233.116,,66.183,,,859.668,,101.154,,758.514,
    MUJERES,1.835.558,,303.340,,61.075,,,1.471.143,,254.797,,1.216.346,
,,,,,,,,,,,,,
MENORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,182.130,,33.355,,7.216,,,141.559,,24.137,,117.422,
    MUJERES,223.375,,36.685,,8.160,,,178.530,,40.523,,138.007,
    TOTAL,405.505,,70.040,,15.376,,,320.089,,64.660,,255.429,
,,,,,,,,,,,,,
MAYORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,976.837,,199.761,,58.967,,,718.109,,77.017,,641.092,
    MUJERES,1.612.183,,266.655,,52.915,,,1.292.613,,214.274,,1.078.339,
    TOTAL,2.589.020,,466.416,,111.882,,,2.010.722,,291.291,,1.719.431,
,,,,,,,,,,,,,
SECTORES:,,,,,,,,,,,,,
    AGRICULTURA,309.845,,86.105,,6.961,,,216.779,,159.132,,57.647,
    INDUSTRIA,390.105,,67.381,,19.317,,,303.407,,15.824,,287.583,
    CONSTRUCCIÓN,295.141,,44.743,,14.240,,,236.158,,23.907,,212.251,
    SERVICIOS,1.687.902,,329.066,,72.543,,,1.286.293,,100.596,,1.185.697,
    SIN EMPLEO ANTERIOR ,311.532,,9.161,,14.197,,,288.174,,56.492,,231.682,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
 DEMANDANTES DE EMPLEO POR COMUNIDADES AUTÓNOMAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COMUNIDADES AUTÓNOMAS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
ANDALUCÍA,842.778,,154.244,,30.658,,,657.876,,222.996,,434.880,
ARAGÓN,56.643,,13.840,,3.164,,,39.639,,3.898,,35.741,
ASTURIAS,74.829,,12.359,,4.986,,,57.484,,3.470,,54.014,
ILLES BALEARS,40.223,,9.704,,1.628,,,28.891,,1.155,,27.736,
CANARIAS,171.533,,23.939,,4.016,,,143.578,,7.101,,136.477,
CANTABRIA,31.304,,5.276,,1.635,,,24.393,,1.431,,22.962,
CASTILLA LA MANCHA,116.467,,18.215,,4.529,,,93.723,,5.214,,88.509,
CASTILLA LEÓN,149.893,,26.166,,7.009,,,116.718,,9.152,,107.566,
CATALUÑA,327.235,,55.247,,12.665,,,259.323,,11.354,,247.969,
COM. VALENCIANA,287.321,,61.836,,11.640,,,213.845,,15.976,,197.869,
EXTREMADURA,130.341,,20.698,,4.988,,,104.655,,30.121,,74.534,
GALICIA,219.742,,29.256,,16.724,,,173.762,,11.498,,162.264,
MADRID,310.187,,56.022,,10.992,,,243.173,,21.284,,221.889,
MURCIA,59.485,,13.237,,2.691,,,43.557,,2.602,,40.955,
NAVARRA,33.892,,9.522,,1.574,,,22.796,,1.458,,21.338,
PAÍS VASCO,111.422,,19.582,,7.157,,,84.683,,5.888,,78.795,
LA RIOJA,14.430,,3.766,,552,,,10.112,,679,,9.433,
CEUTA,8.411,,1.875,,204,,,6.332,,313,,6.019,
MELILLA,8.389,,1.672,,446,,,6.271,,361,,5.910,
,,,,,,,,,,,,,
TOTAL NACIONAL,2.994.525,,536.456,,127.258,,,2.330.811,,355.951,,1.974.860,
,,,,,,,,,,,,,
(*) Considerados parados por la EPA,,,,,,,,,,,,,
