,,,,,,MAYO 2005,,,,,,, 
,,,,,,,,,,,,,
,,,,,,,,,,,,,
" DEMANDANTES DE EMPLEO POR SEXO, EDAD Y SECTORES ECONÓMICOS",,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COLECTIVOS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
TOTAL,3.012.376,,534.000,,119.464,,,2.358.912,,306.051,,2.052.861,
,,,,,,,,,,,,,
SEXO:,,,,,,,,,,,,,
    HOMBRES,1.175.642,,225.272,,60.663,,,889.707,,85.930,,803.777,
    MUJERES,1.836.734,,308.728,,58.801,,,1.469.205,,220.121,,1.249.084,
,,,,,,,,,,,,,
MENORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,180.820,,29.767,,5.993,,,145.060,,15.630,,129.430,
    MUJERES,221.533,,35.738,,7.369,,,178.426,,29.755,,148.671,
    TOTAL,402.353,,65.505,,13.362,,,323.486,,45.385,,278.101,
,,,,,,,,,,,,,
MAYORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,994.822,,195.505,,54.670,,,744.647,,70.300,,674.347,
    MUJERES,1.615.201,,272.990,,51.432,,,1.290.779,,190.366,,1.100.413,
    TOTAL,2.610.023,,468.495,,106.102,,,2.035.426,,260.666,,1.774.760,
,,,,,,,,,,,,,
SECTORES:,,,,,,,,,,,,,
    AGRICULTURA,310.254,,81.087,,6.628,,,222.539,,156.403,,66.136,
    INDUSTRIA,392.565,,69.447,,18.399,,,304.719,,11.595,,293.124,
    CONSTRUCCIÓN,296.580,,41.960,,13.355,,,241.265,,20.683,,220.582,
    SERVICIOS,1.729.683,,332.477,,68.940,,,1.328.266,,78.290,,1.249.976,
    SIN EMPLEO ANTERIOR ,283.294,,9.029,,12.142,,,262.123,,39.080,,223.043,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
 DEMANDANTES DE EMPLEO POR COMUNIDADES AUTÓNOMAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COMUNIDADES AUTÓNOMAS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
ANDALUCÍA,863.664,,157.633,,23.708,,,682.323,,205.254,,477.069,
ARAGÓN,60.509,,14.213,,1.983,,,44.313,,2.850,,41.463,
ASTURIAS,74.226,,11.992,,4.017,,,58.217,,2.883,,55.334,
ILLES BALEARS,47.932,,10.528,,1.406,,,35.998,,800,,35.198,
CANARIAS,156.018,,16.447,,4.183,,,135.388,,5.098,,130.290,
CANTABRIA,30.093,,4.804,,1.138,,,24.151,,1.119,,23.032,
CASTILLA LA MANCHA,117.266,,18.030,,4.115,,,95.121,,3.476,,91.645,
CASTILLA LEÓN,147.466,,25.596,,4.687,,,117.183,,6.151,,111.032,
CATALUÑA,343.838,,60.827,,12.939,,,270.072,,7.484,,262.588,
COM. VALENCIANA,278.016,,53.871,,23.267,,,200.878,,8.523,,192.355,
EXTREMADURA,133.734,,23.093,,4.112,,,106.529,,28.886,,77.643,
GALICIA,213.896,,25.491,,15.672,,,172.733,,8.434,,164.299,
MADRID,306.917,,60.330,,9.162,,,237.425,,16.140,,221.285,
MURCIA,63.192,,14.696,,2.006,,,46.490,,2.177,,44.313,
NAVARRA,31.866,,8.637,,980,,,22.249,,833,,21.416,
PAÍS VASCO,113.594,,21.590,,5.208,,,86.796,,4.944,,81.852,
LA RIOJA,14.172,,3.630,,482,,,10.060,,463,,9.597,
CEUTA,8.010,,1.143,,137,,,6.730,,263,,6.467,
MELILLA,7.967,,1.449,,262,,,6.256,,273,,5.983,
,,,,,,,,,,,,,
TOTAL NACIONAL,3.012.376,,534.000,,119.464,,,2.358.912,,306.051,,2.052.861,
,,,,,,,,,,,,,
(*) Considerados parados por la EPA,,,,,,,,,,,,,
