,,,,,,MAYO 2005,,,,,,, 
,,,,,,,,,,,,,
,,,,,,,,,,,,,
" DEMANDANTES DE EMPLEO POR SEXO, EDAD Y SECTORES ECONÓMICOS",,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COLECTIVOS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
TOTAL,2.978.602,,585.600,,109.128,,,2.283.874,,300.197,,1.983.677,
,,,,,,,,,,,,,
SEXO:,,,,,,,,,,,,,
    HOMBRES,1.146.921,,237.346,,56.358,,,853.217,,84.847,,768.370,
    MUJERES,1.831.681,,348.254,,52.770,,,1.430.657,,215.350,,1.215.307,
,,,,,,,,,,,,,
MENORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,158.306,,28.590,,5.337,,,124.379,,15.006,,109.373,
    MUJERES,189.190,,33.531,,5.871,,,149.788,,29.606,,120.182,
    TOTAL,347.496,,62.121,,11.208,,,274.167,,44.612,,229.555,
,,,,,,,,,,,,,
MAYORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,988.615,,208.756,,51.021,,,728.838,,69.841,,658.997,
    MUJERES,1.642.491,,314.723,,46.899,,,1.280.869,,185.744,,1.095.125,
    TOTAL,2.631.106,,523.479,,97.920,,,2.009.707,,255.585,,1.754.122,
,,,,,,,,,,,,,
SECTORES:,,,,,,,,,,,,,
    AGRICULTURA,326.780,,96.683,,6.577,,,223.520,,161.907,,61.613,
    INDUSTRIA,381.502,,71.415,,16.307,,,293.780,,8.768,,285.012,
    CONSTRUCCIÓN,303.606,,42.814,,12.087,,,248.705,,20.118,,228.587,
    SERVICIOS,1.684.275,,356.910,,61.966,,,1.265.399,,68.656,,1.196.743,
    SIN EMPLEO ANTERIOR ,282.439,,17.778,,12.191,,,252.470,,40.748,,211.722,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
 DEMANDANTES DE EMPLEO POR COMUNIDADES AUTÓNOMAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COMUNIDADES AUTÓNOMAS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
ANDALUCÍA,872.560,,171.321,,21.601,,,679.638,,209.836,,469.802,
ARAGÓN,55.448,,15.794,,1.797,,,37.857,,2.945,,34.912,
ASTURIAS,67.241,,12.100,,2.973,,,52.168,,3.031,,49.137,
ILLES BALEARS,38.621,,8.481,,1.267,,,28.873,,535,,28.338,
CANARIAS,161.675,,23.260,,6.347,,,132.068,,4.300,,127.768,
CANTABRIA,26.423,,5.165,,1.106,,,20.152,,961,,19.191,
CASTILLA LA MANCHA,113.662,,19.258,,3.827,,,90.577,,3.166,,87.411,
CASTILLA LEÓN,137.765,,27.353,,4.737,,,105.675,,5.330,,100.345,
CATALUÑA,342.543,,63.241,,9.796,,,269.506,,5.181,,264.325,
COM. VALENCIANA,291.900,,66.640,,19.600,,,205.660,,8.997,,196.663,
EXTREMADURA,129.666,,22.427,,3.794,,,103.445,,29.055,,74.390,
GALICIA,197.405,,28.427,,15.433,,,153.545,,7.157,,146.388,
MADRID,301.696,,64.188,,8.362,,,229.146,,12.125,,217.021,
MURCIA,67.824,,18.813,,1.777,,,47.234,,1.691,,45.543,
NAVARRA,32.170,,9.879,,948,,,21.343,,813,,20.530,
PAÍS VASCO,109.165,,21.690,,4.749,,,82.726,,3.862,,78.864,
LA RIOJA,15.561,,4.697,,449,,,10.415,,516,,9.899,
CEUTA,8.635,,835,,135,,,7.665,,313,,7.352,
MELILLA,8.642,,2.031,,430,,,6.181,,383,,5.798,
,,,,,,,,,,,,,
TOTAL NACIONAL,2.978.602,,585.600,,109.128,,,2.283.874,,300.197,,1.983.677,
,,,,,,,,,,,,,
(*) Considerados parados por la EPA,,,,,,,,,,,,,
