,,,,,,MAYO 2005,,,,,,, 
,,,,,,,,,,,,,
,,,,,,,,,,,,,
" DEMANDANTES DE EMPLEO POR SEXO, EDAD Y SECTORES ECONÓMICOS",,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COLECTIVOS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
TOTAL,2.957.667,,601.713,,97.668,,,2.258.286,,235.413,,2.022.873,
,,,,,,,,,,,,,
SEXO:,,,,,,,,,,,,,
    HOMBRES,1.167.908,,246.980,,52.599,,,868.329,,64.055,,804.274,
    MUJERES,1.789.759,,354.733,,45.069,,,1.389.957,,171.358,,1.218.599,
,,,,,,,,,,,,,
MENORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,159.734,,26.662,,4.198,,,128.874,,11.163,,117.711,
    MUJERES,183.155,,34.406,,4.900,,,143.849,,19.548,,124.301,
    TOTAL,342.889,,61.068,,9.098,,,272.723,,30.711,,242.012,
,,,,,,,,,,,,,
MAYORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,1.008.174,,220.318,,48.401,,,739.455,,52.892,,686.563,
    MUJERES,1.606.604,,320.327,,40.169,,,1.246.108,,151.810,,1.094.298,
    TOTAL,2.614.778,,540.645,,88.570,,,1.985.563,,204.702,,1.780.861,
,,,,,,,,,,,,,
SECTORES:,,,,,,,,,,,,,
    AGRICULTURA,267.147,,76.739,,6.361,,,184.047,,122.553,,61.494,
    INDUSTRIA,376.824,,73.055,,13.852,,,289.917,,7.769,,282.148,
    CONSTRUCCIÓN,306.779,,41.191,,11.190,,,254.398,,17.627,,236.771,
    SERVICIOS,1.728.021,,391.806,,54.579,,,1.281.636,,56.767,,1.224.869,
    SIN EMPLEO ANTERIOR ,278.896,,18.922,,11.686,,,248.288,,30.697,,217.591,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
 DEMANDANTES DE EMPLEO POR COMUNIDADES AUTÓNOMAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COMUNIDADES AUTÓNOMAS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
ANDALUCÍA,836.727,,168.570,,29.288,,,638.869,,161.085,,477.784,
ARAGÓN,56.149,,15.536,,1.720,,,38.893,,2.386,,36.507,
ASTURIAS,70.558,,12.864,,2.329,,,55.365,,2.452,,52.913,
ILLES BALEARS,83.369,,34.818,,1.800,,,46.751,,467,,46.284,
CANARIAS,149.166,,17.185,,6.655,,,125.326,,3.173,,122.153,
CANTABRIA,28.844,,5.323,,1.141,,,22.380,,767,,21.613,
CASTILLA LA MANCHA,116.690,,19.798,,3.740,,,93.152,,2.231,,90.921,
CASTILLA LEÓN,144.741,,27.510,,4.621,,,112.610,,4.189,,108.421,
CATALUÑA,353.587,,78.023,,10.564,,,265.000,,4.251,,260.749,
COM. VALENCIANA,258.935,,47.822,,9.292,,,201.821,,6.942,,194.879,
EXTREMADURA,130.884,,24.922,,4.290,,,101.672,,27.035,,74.637,
GALICIA,203.686,,29.402,,7.763,,,166.521,,5.855,,160.666,
MADRID,293.214,,65.013,,7.565,,,220.636,,9.078,,211.558,
MURCIA,62.802,,16.379,,1.637,,,44.786,,1.195,,43.591,
NAVARRA,32.235,,9.804,,891,,,21.540,,480,,21.060,
PAÍS VASCO,105.285,,22.498,,3.546,,,79.241,,3.038,,76.203,
LA RIOJA,14.660,,3.788,,398,,,10.474,,320,,10.154,
CEUTA,8.026,,938,,145,,,6.943,,239,,6.704,
MELILLA,8.109,,1.520,,283,,,6.306,,230,,6.076,
,,,,,,,,,,,,,
TOTAL NACIONAL,2.957.667,,601.713,,97.668,,,2.258.286,,235.413,,2.022.873,
,,,,,,,,,,,,,
(*) Considerados parados por la EPA,,,,,,,,,,,,,
