,,,,,,MAYO 2005,,,,,,, 
,,,,,,,,,,,,,
,,,,,,,,,,,,,
" DEMANDANTES DE EMPLEO POR SEXO, EDAD Y SECTORES ECONÓMICOS",,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COLECTIVOS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
TOTAL,3.037.541,,575.337,,96.636,,,2.365.568,,262.631,,2.102.937,
,,,,,,,,,,,,,
SEXO:,,,,,,,,,,,,,
    HOMBRES,1.217.051,,241.026,,52.766,,,923.259,,71.296,,851.963,
    MUJERES,1.820.490,,334.311,,43.870,,,1.442.309,,191.335,,1.250.974,
,,,,,,,,,,,,,
MENORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,178.478,,29.838,,3.438,,,145.202,,12.193,,133.009,
    MUJERES,207.936,,38.393,,4.301,,,165.242,,22.356,,142.886,
    TOTAL,386.414,,68.231,,7.739,,,310.444,,34.549,,275.895,
,,,,,,,,,,,,,
MAYORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,1.038.573,,211.188,,49.328,,,778.057,,59.103,,718.954,
    MUJERES,1.612.554,,295.918,,39.569,,,1.277.067,,168.979,,1.108.088,
    TOTAL,2.651.127,,507.106,,88.897,,,2.055.124,,228.082,,1.827.042,
,,,,,,,,,,,,,
SECTORES:,,,,,,,,,,,,,
    AGRICULTURA,277.271,,74.451,,6.080,,,196.740,,131.513,,65.227,
    INDUSTRIA,397.206,,70.771,,14.685,,,311.750,,10.431,,301.319,
    CONSTRUCCIÓN,316.110,,39.896,,11.875,,,264.339,,19.239,,245.100,
    SERVICIOS,1.758.285,,368.515,,55.405,,,1.334.365,,67.976,,1.266.389,
    SIN EMPLEO ANTERIOR ,288.669,,21.704,,8.591,,,258.374,,33.472,,224.902,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
 DEMANDANTES DE EMPLEO POR COMUNIDADES AUTÓNOMAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COMUNIDADES AUTÓNOMAS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
ANDALUCÍA,842.933,,165.247,,24.719,,,652.967,,172.006,,480.961,
ARAGÓN,60.814,,14.690,,1.880,,,44.244,,2.736,,41.508,
ASTURIAS,75.461,,12.919,,3.146,,,59.396,,2.643,,56.753,
ILLES BALEARS,83.020,,31.559,,1.901,,,49.560,,657,,48.903,
CANARIAS,157.019,,17.913,,4.910,,,134.196,,4.266,,129.930,
CANTABRIA,31.326,,5.084,,1.105,,,25.137,,960,,24.177,
CASTILLA LA MANCHA,120.994,,18.899,,4.109,,,97.986,,2.963,,95.023,
CASTILLA LEÓN,151.309,,26.393,,4.388,,,120.528,,4.878,,115.650,
CATALUÑA,348.703,,67.970,,12.163,,,268.570,,5.965,,262.605,
COM. VALENCIANA,264.103,,46.439,,9.791,,,207.873,,7.152,,200.721,
EXTREMADURA,137.300,,25.220,,4.276,,,107.804,,30.082,,77.722,
GALICIA,223.443,,29.879,,7.414,,,186.150,,7.474,,178.676,
MADRID,300.631,,62.377,,8.926,,,229.328,,13.262,,216.066,
MURCIA,61.532,,13.310,,1.886,,,46.336,,1.764,,44.572,
NAVARRA,33.743,,9.871,,958,,,22.914,,622,,22.292,
PAÍS VASCO,114.048,,22.157,,4.170,,,87.721,,4.331,,83.390,
LA RIOJA,14.593,,3.424,,492,,,10.677,,398,,10.279,
CEUTA,7.914,,861,,119,,,6.934,,243,,6.691,
MELILLA,8.655,,1.125,,283,,,7.247,,229,,7.018,
,,,,,,,,,,,,,
TOTAL NACIONAL,3.037.541,,575.337,,96.636,,,2.365.568,,262.631,,2.102.937,
,,,,,,,,,,,,,
(*) Considerados parados por la EPA,,,,,,,,,,,,,
