,,,,,,MAYO 2005,,,,,,, 
,,,,,,,,,,,,,
,,,,,,,,,,,,,
" DEMANDANTES DE EMPLEO POR SEXO, EDAD Y SECTORES ECONÓMICOS",,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COLECTIVOS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
TOTAL,2.950.318,,585.375,,109.363,,,2.255.580,,289.414,,1.966.166,
,,,,,,,,,,,,,
SEXO:,,,,,,,,,,,,,
    HOMBRES,1.129.304,,239.448,,56.761,,,833.095,,80.348,,752.747,
    MUJERES,1.821.014,,345.927,,52.602,,,1.422.485,,209.066,,1.213.419,
,,,,,,,,,,,,,
MENORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,164.003,,29.436,,5.356,,,129.211,,16.427,,112.784,
    MUJERES,199.076,,35.333,,6.125,,,157.618,,31.692,,125.926,
    TOTAL,363.079,,64.769,,11.481,,,286.829,,48.119,,238.710,
,,,,,,,,,,,,,
MAYORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,965.301,,210.012,,51.405,,,703.884,,63.921,,639.963,
    MUJERES,1.621.938,,310.594,,46.477,,,1.264.867,,177.374,,1.087.493,
    TOTAL,2.587.239,,520.606,,97.882,,,1.968.751,,241.295,,1.727.456,
,,,,,,,,,,,,,
SECTORES:,,,,,,,,,,,,,
    AGRICULTURA,307.089,,88.938,,6.478,,,211.673,,150.153,,61.520,
    INDUSTRIA,374.427,,71.982,,16.218,,,286.227,,8.951,,277.276,
    CONSTRUCCIÓN,292.124,,45.381,,11.859,,,234.884,,19.239,,215.645,
    SERVICIOS,1.683.864,,359.830,,61.967,,,1.262.067,,68.765,,1.193.302,
    SIN EMPLEO ANTERIOR ,292.814,,19.244,,12.841,,,260.729,,42.306,,218.423,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
 DEMANDANTES DE EMPLEO POR COMUNIDADES AUTÓNOMAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COMUNIDADES AUTÓNOMAS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
ANDALUCÍA,860.677,,167.415,,20.783,,,672.479,,197.882,,474.597,
ARAGÓN,55.567,,15.759,,1.822,,,37.986,,2.918,,35.068,
ASTURIAS,68.345,,12.290,,2.814,,,53.241,,3.256,,49.985,
ILLES BALEARS,39.555,,8.825,,1.268,,,29.462,,737,,28.725,
CANARIAS,157.764,,21.830,,5.868,,,130.066,,4.346,,125.720,
CANTABRIA,26.837,,5.190,,1.006,,,20.641,,1.011,,19.630,
CASTILLA LA MANCHA,114.305,,19.743,,3.573,,,90.989,,3.232,,87.757,
CASTILLA LEÓN,139.114,,28.053,,4.284,,,106.777,,5.649,,101.128,
CATALUÑA,334.030,,63.858,,9.429,,,260.743,,5.599,,255.144,
COM. VALENCIANA,288.820,,66.980,,21.802,,,200.038,,9.475,,190.563,
EXTREMADURA,130.007,,23.146,,3.791,,,103.070,,27.815,,75.255,
GALICIA,199.120,,28.756,,16.097,,,154.267,,7.433,,146.834,
MADRID,298.465,,64.880,,8.239,,,225.346,,12.265,,213.081,
MURCIA,67.580,,19.472,,1.850,,,46.258,,1.786,,44.472,
NAVARRA,31.241,,9.468,,905,,,20.868,,869,,19.999,
PAÍS VASCO,107.261,,21.945,,4.906,,,80.410,,4.001,,76.409,
LA RIOJA,14.693,,4.442,,432,,,9.819,,474,,9.345,
CEUTA,8.595,,1.550,,138,,,6.907,,291,,6.616,
MELILLA,8.342,,1.773,,356,,,6.213,,375,,5.838,
,,,,,,,,,,,,,
TOTAL NACIONAL,2.950.318,,585.375,,109.363,,,2.255.580,,289.414,,1.966.166,
,,,,,,,,,,,,,
(*) Considerados parados por la EPA,,,,,,,,,,,,,
