,,,,,,MAYO 2005,,,,,,, 
,,,,,,,,,,,,,
,,,,,,,,,,,,,
" DEMANDANTES DE EMPLEO POR SEXO, EDAD Y SECTORES ECONÓMICOS",,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COLECTIVOS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
TOTAL,3.071.024,,567.187,,109.451,,,2.394.386,,298.806,,2.095.580,
,,,,,,,,,,,,,
SEXO:,,,,,,,,,,,,,
    HOMBRES,1.200.815,,239.713,,56.725,,,904.377,,83.342,,821.035,
    MUJERES,1.870.209,,327.474,,52.726,,,1.490.009,,215.464,,1.274.545,
,,,,,,,,,,,,,
MENORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,184.444,,31.418,,4.928,,,148.098,,14.457,,133.641,
    MUJERES,224.214,,37.755,,6.341,,,180.118,,27.089,,153.029,
    TOTAL,408.658,,69.173,,11.269,,,328.216,,41.546,,286.670,
,,,,,,,,,,,,,
MAYORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,1.016.371,,208.295,,51.797,,,756.279,,68.885,,687.394,
    MUJERES,1.645.995,,289.719,,46.385,,,1.309.891,,188.375,,1.121.516,
    TOTAL,2.662.366,,498.014,,98.182,,,2.066.170,,257.260,,1.808.910,
,,,,,,,,,,,,,
SECTORES:,,,,,,,,,,,,,
    AGRICULTURA,308.364,,78.340,,7.033,,,222.991,,156.254,,66.737,
    INDUSTRIA,390.239,,69.385,,16.290,,,304.564,,11.033,,293.531,
    CONSTRUCCIÓN,298.584,,42.009,,12.334,,,244.241,,20.408,,223.833,
    SERVICIOS,1.781.333,,360.425,,63.454,,,1.357.454,,74.654,,1.282.800,
    SIN EMPLEO ANTERIOR ,292.504,,17.028,,10.340,,,265.136,,36.457,,228.679,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
 DEMANDANTES DE EMPLEO POR COMUNIDADES AUTÓNOMAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COMUNIDADES AUTÓNOMAS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
ANDALUCÍA,876.613,,164.679,,26.262,,,685.672,,200.314,,485.358,
ARAGÓN,61.061,,14.814,,2.074,,,44.173,,2.899,,41.274,
ASTURIAS,75.680,,12.788,,3.727,,,59.165,,2.795,,56.370,
ILLES BALEARS,78.341,,27.826,,1.733,,,48.782,,786,,47.996,
CANARIAS,157.199,,16.256,,4.273,,,136.670,,4.815,,131.855,
CANTABRIA,30.418,,4.997,,1.096,,,24.325,,1.026,,23.299,
CASTILLA LA MANCHA,118.011,,18.702,,4.073,,,95.236,,3.261,,91.975,
CASTILLA LEÓN,152.591,,27.754,,4.468,,,120.369,,5.683,,114.686,
CATALUÑA,349.318,,66.159,,12.625,,,270.534,,6.709,,263.825,
COM. VALENCIANA,271.200,,49.295,,18.005,,,203.900,,8.006,,195.894,
EXTREMADURA,137.117,,23.665,,4.157,,,109.295,,31.094,,78.201,
GALICIA,217.777,,27.859,,9.064,,,180.854,,8.016,,172.838,
MADRID,306.558,,61.961,,9.384,,,235.213,,14.986,,220.227,
MURCIA,62.084,,13.915,,1.994,,,46.175,,1.966,,44.209,
NAVARRA,32.187,,8.942,,999,,,22.246,,740,,21.506,
PAÍS VASCO,114.217,,21.571,,4.649,,,87.997,,4.756,,83.241,
LA RIOJA,14.380,,3.536,,481,,,10.363,,435,,9.928,
CEUTA,8.068,,999,,124,,,6.945,,251,,6.694,
MELILLA,8.204,,1.469,,263,,,6.472,,268,,6.204,
,,,,,,,,,,,,,
TOTAL NACIONAL,3.071.024,,567.187,,109.451,,,2.394.386,,298.806,,2.095.580,
,,,,,,,,,,,,,
(*) Considerados parados por la EPA,,,,,,,,,,,,,
