,,,,,,MAYO 2005,,,,,,, 
,,,,,,,,,,,,,
,,,,,,,,,,,,,
" DEMANDANTES DE EMPLEO POR SEXO, EDAD Y SECTORES ECONÓMICOS",,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COLECTIVOS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
TOTAL,2.958.483,,580.630,,109.230,,,2.268.623,,275.787,,1.992.836,
,,,,,,,,,,,,,
SEXO:,,,,,,,,,,,,,
    HOMBRES,1.137.454,,241.253,,55.975,,,840.226,,77.735,,762.491,
    MUJERES,1.821.029,,339.377,,53.255,,,1.428.397,,198.052,,1.230.345,
,,,,,,,,,,,,,
MENORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,165.828,,29.447,,5.224,,,131.157,,13.978,,117.179,
    MUJERES,201.468,,36.117,,6.333,,,159.018,,25.913,,133.105,
    TOTAL,367.296,,65.564,,11.557,,,290.175,,39.891,,250.284,
,,,,,,,,,,,,,
MAYORES DE 25 AÑOS:,,,,,,,,,,,,,
    HOMBRES,971.626,,211.806,,50.751,,,709.069,,63.757,,645.312,
    MUJERES,1.619.561,,303.260,,46.922,,,1.269.379,,172.139,,1.097.240,
    TOTAL,2.591.187,,515.066,,97.673,,,1.978.448,,235.896,,1.742.552,
,,,,,,,,,,,,,
SECTORES:,,,,,,,,,,,,,
    AGRICULTURA,302.124,,84.225,,6.616,,,211.283,,148.346,,62.937,
    INDUSTRIA,373.568,,72.695,,15.800,,,285.073,,8.520,,276.553,
    CONSTRUCCIÓN,288.587,,44.658,,11.792,,,232.137,,18.732,,213.405,
    SERVICIOS,1.700.156,,359.159,,61.729,,,1.279.268,,63.672,,1.215.596,
    SIN EMPLEO ANTERIOR ,294.048,,19.893,,13.293,,,260.862,,36.517,,224.345,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
 DEMANDANTES DE EMPLEO POR COMUNIDADES AUTÓNOMAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ,,,,CON DISPONIBILIDAD,,,DENOS,,,,,
COMUNIDADES AUTÓNOMAS,DEMANDANTES,,OCUPADOS,, LIMITADA,,,TOTAL,,OTROS NO OCUPADOS (*),,PARADOS REGISTRADOS,
,,,,,,,,,,,,,
ANDALUCÍA,868.721,,167.051,,21.268,,,680.402,,193.457,,486.945,
ARAGÓN,56.588,,16.102,,1.786,,,38.700,,2.748,,35.952,
ASTURIAS,69.817,,12.535,,2.931,,,54.351,,2.908,,51.443,
ILLES BALEARS,48.415,,12.777,,1.316,,,34.322,,618,,33.704,
CANARIAS,155.348,,19.529,,6.010,,,129.809,,3.805,,126.004,
CANTABRIA,27.483,,5.021,,1.275,,,21.187,,887,,20.300,
CASTILLA LA MANCHA,114.717,,19.721,,3.485,,,91.511,,2.768,,88.743,
CASTILLA LEÓN,141.349,,27.785,,4.265,,,109.299,,4.856,,104.443,
CATALUÑA,340.006,,69.296,,9.518,,,261.192,,5.026,,256.166,
COM. VALENCIANA,274.296,,57.087,,21.190,,,196.019,,8.251,,187.768,
EXTREMADURA,128.032,,23.095,,4.355,,,100.582,,26.562,,74.020,
GALICIA,201.547,,27.610,,15.938,,,157.999,,6.465,,151.534,
MADRID,298.922,,66.573,,7.908,,,224.441,,10.860,,213.581,
MURCIA,65.615,,18.327,,1.732,,,45.556,,1.500,,44.056,
NAVARRA,30.553,,9.222,,917,,,20.414,,637,,19.777,
PAÍS VASCO,106.223,,22.024,,4.475,,,79.724,,3.497,,76.227,
LA RIOJA,14.485,,4.112,,379,,,9.994,,363,,9.631,
CEUTA,8.313,,1.310,,146,,,6.857,,272,,6.585,
MELILLA,8.053,,1.453,,336,,,6.264,,307,,5.957,
,,,,,,,,,,,,,
TOTAL NACIONAL,2.958.483,,580.630,,109.230,,,2.268.623,,275.787,,1.992.836,
,,,,,,,,,,,,,
(*) Considerados parados por la EPA,,,,,,,,,,,,,
